Train data: data/Train2.txt
Max epochs: 10000
Execution time: 6.759
Test data: data/Test2.txt
Network{LEARNING_RATE=1.0, nInputNodes=4, nHiddenLayers=2, hiddenLayersSizes=[]}
Real value: 6514.44 | Predicted value: 6220.102612009533
Real value: 4324.04 | Predicted value: 4159.734156122177
Real value: 4739.220000000001 | Predicted value: 4706.554887302426
Real value: 4095.41 | Predicted value: 4654.6268070781325
Real value: 4374.66 | Predicted value: 4304.49422122558
Real value: 4244.6 | Predicted value: 4256.622428449926
Real value: 4437.82 | Predicted value: 4369.73385274992
Real value: 3336.76 | Predicted value: 3123.0830675184025
Real value: 3087.1899999999996 | Predicted value: 2854.715383169705
Real value: 4029.3899999999994 | Predicted value: 3811.347543379632
Real value: 2972.79 | Predicted value: 2762.2523461182745
Real value: 2684.37 | Predicted value: 2476.0636057311453
Real value: 4304.41 | Predicted value: 4152.230818435123
Real value: 2900.22 | Predicted value: 2658.2216098367985
Real value: 4907.970000000001 | Predicted value: 4737.679120583647
Real value: 3594.32 | Predicted value: 3343.0437001634255
Real value: 1918.87 | Predicted value: 2103.6247696775013
Real value: 3526.71 | Predicted value: 3146.001648976589
Real value: 4811.86 | Predicted value: 4634.291306539458
Real value: 6022.18 | Predicted value: 5892.161520835093
Real value: 4321.12 | Predicted value: 4236.759387994749
Real value: 2448.11 | Predicted value: 2391.0397279720796
Real value: 2061.11 | Predicted value: 2162.983649418703
Real value: 6738.92 | Predicted value: 6330.020014515321
Real value: 4035.79 | Predicted value: 3700.6030768698165
Real value: 4168.76 | Predicted value: 4023.986131497437
Real value: 3619.78 | Predicted value: 3378.593799163012
Real value: 3877.9299999999994 | Predicted value: 3647.396771603401
Real value: 2073.31 | Predicted value: 2206.775827342074
Real value: 3331.84 | Predicted value: 3077.755649491867
Real value: 1978.39 | Predicted value: 2137.756716406305
Real value: 6097.29 | Predicted value: 5953.893047178326
Real value: 2650.41 | Predicted value: 2498.798522886164
Real value: 1802.07 | Predicted value: 2066.8862006719773
Real value: 4835.600000000001 | Predicted value: 4758.409142900612
Real value: 5836.88 | Predicted value: 5633.086514814442
Real value: 3578.6400000000003 | Predicted value: 3338.061466088692
Real value: 4198.04 | Predicted value: 3983.4470318649746
Real value: 4473.85 | Predicted value: 4312.233248673064
Real value: 3007.52 | Predicted value: 2707.19769091859
Real value: 1752.73 | Predicted value: 2053.2529084991215
Real value: 4970.4 | Predicted value: 4935.653381375154
Real value: 1928.37 | Predicted value: 2100.669623019945
Real value: 3965.92 | Predicted value: 3662.0949358207363
Real value: 6272.01 | Predicted value: 6038.589028418131
Real value: 2768.76 | Predicted value: 2605.305322621419
Real value: 2368.61 | Predicted value: 2339.5273849779505
Real value: 6986.26 | Predicted value: 6459.2193631521495
Real value: 3297.39 | Predicted value: 2993.9965410778727
Real value: 3517.58 | Predicted value: 3362.6848431465783
Real value: 4681.39 | Predicted value: 4423.941222717844
Real value: 5044.92 | Predicted value: 4885.379805995972
Real value: 2565.78 | Predicted value: 2421.2602046911916
Real value: 2997.65 | Predicted value: 2803.59498631571
Real value: 2824.88 | Predicted value: 2596.0905502976093
Real value: 2902.4 | Predicted value: 2783.4991777471705
Real value: 6460.56 | Predicted value: 6205.040521879136
Real value: 6389.89 | Predicted value: 6161.948819395097
Real value: 5091.79 | Predicted value: 4940.4070724554795
Real value: 2405.69 | Predicted value: 2333.1857721700017
Real value: 3446.41 | Predicted value: 3199.8935941735344
Real value: 3050.81 | Predicted value: 2809.520665099646
Real value: 5208.36 | Predicted value: 5236.679138533395
Real value: 4241.34 | Predicted value: 4044.490647666401
Real value: 5136.98 | Predicted value: 5035.018406446188
Real value: 4445.09 | Predicted value: 4313.670582992811
Real value: 4989.41 | Predicted value: 4833.05766040542
Real value: 6171.51 | Predicted value: 6042.0086630846945
Real value: 5414.450000000001 | Predicted value: 5226.542666255383
Real value: 2111.73 | Predicted value: 2167.438868761162
Real value: 4110.86 | Predicted value: 3909.0776257241314
Real value: 5017.360000000001 | Predicted value: 4932.236230965047
Real value: 3738.51 | Predicted value: 3529.9608974974844
Real value: 2413.55 | Predicted value: 2370.2625251366408
Real value: 5436.88 | Predicted value: 5315.313011880274
Real value: 4355.92 | Predicted value: 4211.413759068451
Real value: 2024.51 | Predicted value: 2179.135786001901
Real value: 3300.12 | Predicted value: 3066.831248818456
Real value: 6245.18 | Predicted value: 6065.393076473144
Real value: 5909.73 | Predicted value: 5856.859647807887
Real value: 2654.46 | Predicted value: 2515.9864956360443
Real value: 2484.96 | Predicted value: 2411.9719105384393
Real value: 3672.29 | Predicted value: 3446.1294479107482
Real value: 5621.0 | Predicted value: 5519.921498610848
Real value: 2107.66 | Predicted value: 2162.916879065652
Real value: 4078.3999999999996 | Predicted value: 3926.3104750403654
Real value: 4977.84 | Predicted value: 4902.579912053604
Real value: 5611.23 | Predicted value: 5620.45118091042
Real value: 6094.87 | Predicted value: 5920.40052018999
Real value: 2545.24 | Predicted value: 2439.6217653766566
Real value: 3063.55 | Predicted value: 2854.055213900582
Real value: 2588.19 | Predicted value: 2474.866025099266
Real value: 3819.8199999999997 | Predicted value: 3591.3957821082154
Real value: 4260.53 | Predicted value: 4071.697268843839
Real value: 3979.1499999999996 | Predicted value: 3768.2017222221866
Real value: 4687.82 | Predicted value: 4657.839090484554
Real value: 3226.05 | Predicted value: 2984.631814347007
Real value: 1683.63 | Predicted value: 2044.251499368192
Real value: 6011.02 | Predicted value: 5809.644824986936
Real value: 2384.41 | Predicted value: 2360.6540269309758
Error rate: 3.1747181040533556
