Train data: data/Train4.txt
Max epochs: 10000
Execution time: 6.378
Test data: data/Test4.txt
Network{LEARNING_RATE=1.0, nInputNodes=4, nHiddenLayers=2, hiddenLayersSizes=[]}
Real value: 2512.85 | Predicted value: 2395.8731525712415
Real value: 2583.79 | Predicted value: 2414.5640961415584
Real value: 3748.7699999999995 | Predicted value: 3538.4359174255706
Real value: 3520.65 | Predicted value: 3305.1572633417622
Real value: 6673.84 | Predicted value: 6350.369341405127
Real value: 4533.31 | Predicted value: 4537.742949742821
Real value: 3402.3099999999995 | Predicted value: 3172.343047614826
Real value: 2029.03 | Predicted value: 2132.9359546550563
Real value: 2702.84 | Predicted value: 2551.471946254906
Real value: 4047.41 | Predicted value: 3893.504316251843
Real value: 2506.19 | Predicted value: 2483.3918173863585
Real value: 2272.25 | Predicted value: 2338.766005428019
Real value: 2930.92 | Predicted value: 2744.122432009878
Real value: 3196.87 | Predicted value: 2957.4359203143404
Real value: 3934.63 | Predicted value: 3736.0478804546474
Real value: 4498.27 | Predicted value: 4287.021788241126
Real value: 1753.19 | Predicted value: 2062.2685205742014
Real value: 3050.21 | Predicted value: 2839.7307159868305
Real value: 5785.19 | Predicted value: 5803.457475817357
Real value: 3533.24 | Predicted value: 3299.4460118448524
Real value: 6318.53 | Predicted value: 6153.361459756216
Real value: 2260.59 | Predicted value: 2255.3378213500837
Real value: 4386.78 | Predicted value: 4266.978452208776
Real value: 5950.95 | Predicted value: 5862.631732361343
Real value: 5370.96 | Predicted value: 5418.900817616129
Real value: 2342.83 | Predicted value: 2332.9280563550037
Real value: 2315.89 | Predicted value: 2308.3002428032923
Real value: 4838.78 | Predicted value: 4843.348389314395
Real value: 3229.58 | Predicted value: 3030.5782667811636
Real value: 3033.93 | Predicted value: 2710.2917419078703
Real value: 3664.19 | Predicted value: 3461.1109110300868
Real value: 2069.21 | Predicted value: 2140.667026401557
Real value: 5775.22 | Predicted value: 5784.60860228658
Real value: 5471.250000000001 | Predicted value: 5488.715058035438
Real value: 5062.02 | Predicted value: 4958.02932085519
Real value: 5286.39 | Predicted value: 5248.264285112366
Real value: 1729.06 | Predicted value: 2055.198636911404
Real value: 5843.72 | Predicted value: 5844.123581215848
Real value: 3263.8100000000004 | Predicted value: 3047.836284202288
Real value: 3511.37 | Predicted value: 3299.5909736271324
Real value: 2176.83 | Predicted value: 2257.6890064678664
Real value: 2956.54 | Predicted value: 2684.717055128519
Real value: 2915.86 | Predicted value: 2956.7622059529117
Real value: 5975.71 | Predicted value: 5951.06687541943
Real value: 4768.88 | Predicted value: 4688.055621963822
Real value: 3243.23 | Predicted value: 3083.1068552068914
Real value: 3474.88 | Predicted value: 3237.4435831667615
Real value: 2182.38 | Predicted value: 2223.4613771795157
Real value: 3076.83 | Predicted value: 2911.362320634549
Real value: 3410.17 | Predicted value: 3186.01599008114
Real value: 2189.37 | Predicted value: 2253.135186423304
Real value: 1896.03 | Predicted value: 2105.4488811900155
Real value: 2232.56 | Predicted value: 2284.0916534022413
Real value: 4719.66 | Predicted value: 4496.908759068347
Real value: 3056.77 | Predicted value: 2716.141192504496
Real value: 4003.13 | Predicted value: 3705.6746700339995
Real value: 5748.63 | Predicted value: 5554.778012532817
Real value: 4286.12 | Predicted value: 4153.10902726404
Real value: 3128.95 | Predicted value: 2906.189228797345
Real value: 2266.22 | Predicted value: 2288.338097901221
Real value: 2098.99 | Predicted value: 2193.2111926189823
Real value: 2995.04 | Predicted value: 2856.4333301428687
Real value: 5280.98 | Predicted value: 5118.876820390165
Real value: 2375.01 | Predicted value: 2359.563018939184
Real value: 4720.17 | Predicted value: 4533.730178879625
Real value: 2721.77 | Predicted value: 2644.0057069997374
Real value: 4639.37 | Predicted value: 4599.80770063319
Real value: 1766.92 | Predicted value: 2203.931289486426
Real value: 3639.8 | Predicted value: 3425.383234899472
Real value: 1976.96 | Predicted value: 2121.52736759369
Real value: 3365.15 | Predicted value: 3139.470837426067
Real value: 5316.82 | Predicted value: 5378.832835848776
Real value: 2553.75 | Predicted value: 2464.3383753039143
Real value: 2749.37 | Predicted value: 2583.0158684903386
Real value: 2394.82 | Predicted value: 2354.3556762473127
Real value: 6816.53 | Predicted value: 6406.02397068773
Real value: 2470.63 | Predicted value: 2381.537805816545
Real value: 3545.42 | Predicted value: 3304.157926469931
Real value: 6642.82 | Predicted value: 6310.266558664412
Real value: 4214.1 | Predicted value: 4109.372702083301
Real value: 2141.61 | Predicted value: 2208.0819033089097
Real value: 4881.38 | Predicted value: 4882.323859185029
Real value: 2519.34 | Predicted value: 2443.3339077888677
Real value: 3025.13 | Predicted value: 2766.3663458794695
Real value: 5636.520000000001 | Predicted value: 5652.910006163017
Real value: 5420.9 | Predicted value: 5455.498968693547
Real value: 3689.1400000000003 | Predicted value: 3488.6609579054893
Real value: 4639.32 | Predicted value: 4652.973877656356
Real value: 4789.540000000001 | Predicted value: 4800.908698729669
Real value: 3587.92 | Predicted value: 3378.721560553543
Real value: 4193.77 | Predicted value: 4044.0489252377865
Real value: 1790.54 | Predicted value: 2076.192468885014
Real value: 5924.78 | Predicted value: 5746.007951281102
Real value: 2813.04 | Predicted value: 2659.5152949063613
Real value: 2206.12 | Predicted value: 2271.0009216696058
Real value: 4481.25 | Predicted value: 4475.459659877707
Real value: 2086.52 | Predicted value: 2217.081701851959
Real value: 3933.38 | Predicted value: 3833.054939318752
Real value: 6267.8 | Predicted value: 6085.818619349563
Real value: 3496.89 | Predicted value: 3139.406723558648
Error rate: 2.5774962869419427
